Rfrg_Prvdr_Geo_Lvl,Rfrg_Prvdr_Geo_Cd,Rfrg_Prvdr_Geo_Desc,BETOS_Lvl,BETOS_Cd,BETOS_Desc,HCPCS_Cd,HCPCS_Desc,Suplr_Rentl_Ind,Tot_Rfrg_Prvdrs,Tot_Suplrs,Tot_Suplr_Benes,Tot_Suplr_Clms,Tot_Suplr_Srvcs,Avg_Suplr_Sbmtd_Chrg,Avg_Suplr_Mdcr_Alowd_Amt,Avg_Suplr_Mdcr_Pymt_Amt,Avg_Suplr_Mdcr_Stdzd_Amt
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5930,"Addition, endoskeletal system, high activity knee control frame",N,21,20,21,22,22,4264.527727,3383.781818,2707.024546,2650.943182
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5940,"Addition, endoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)",N,14596,2348,20072,22711,23436,712.4418472,551.9863057,436.2699855,431.4775721
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5950,"Addition, endoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)",N,5558,1778,6911,7540,7643,1102.011688,850.1249392,672.5420306,670.0539788
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5960,"Addition, endoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)",N,83,75,84,88,88,1426.927955,1092.172046,859.4328409,825.1479546
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5961,"Addition, endoskeletal system, polycentric hip joint, pneumatic or hydraulic control, rotation control, with or without flexion and/or extension control",N,23,23,23,24,24,8295.819167,4780.177083,3824.140417,3716.780833
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5962,"Addition, endoskeletal system, below knee, flexible protective outer surface covering system",N,2058,776,2297,2609,2710,787.8950996,641.682738,507.124631,505.7453506
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5964,"Addition, endoskeletal system, above knee, flexible protective outer surface covering system",N,511,263,542,609,614,1216.172476,999.2788599,793.0375081,809.2668404
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5968,"Addition to lower limb prosthesis, multiaxial ankle with swing phase active dorsiflexion feature",N,4235,1387,5220,5506,5729,4598.983217,3568.242102,2816.591772,2759.284517
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5970,"All lower extremity prostheses, foot, external keel, sach foot",N,146,95,147,163,168,264.9235714,220.6480357,176.1461905,176.5459524
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5971,"All lower extremity prosthesis, solid ankle cushion heel (sach) foot, replacement only",N,46,45,46,47,52,341.9748077,226.3884615,166.6959615,161.7632692
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5972,"All lower extremity prostheses, foot, flexible keel",N,7076,1976,9458,10241,10639,512.1701034,395.2811458,313.8135962,302.1702171
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5973,"Endoskeletal ankle foot system, microprocessor controlled feature, dorsiflexion and/or plantar flexion control, includes power source",N,442,334,533,577,617,25188.21293,17407.2575,13761.62815,13500.07421
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5974,"All lower extremity prostheses, foot, single axis ankle/foot",N,542,346,597,628,642,345.9109657,268.0429284,212.9767134,202.0536137
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5975,"All lower extremity prosthesis, combination single axis ankle and flexible keel foot",N,140,96,150,165,166,603.3962048,469.4429518,375.551988,363.0043374
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5976,"All lower extremity prostheses, energy storing foot (seattle carbon copy ii or equal)",N,195,165,203,212,220,803.4574091,627.5510909,493.427,480.1901818
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5978,"All lower extremity prostheses, foot, multiaxial ankle/foot",N,50,29,52,54,56,395.2194643,334.8464286,264.1358929,250.2260714
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5979,"All lower extremity prosthesis, multi-axial ankle, dynamic response foot, one piece system",N,197,151,215,223,228,3320.879561,2516.002368,2011.283246,1983.944386
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5980,"All lower extremity prostheses, flex foot system",N,183,145,196,213,219,5153.666119,4033.463562,3159.00169,3159.238219
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5981,"All lower extremity prostheses, flex-walk system or equal",N,6170,1924,7912,8375,8610,4090.987948,3161.763742,2483.958703,2463.384656
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5982,"All exoskeletal lower extremity prostheses, axial rotation unit",N,24,21,27,27,28,968.8203571,670.0664286,530.2528571,496.4307143
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5984,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or without adjustability",N,1586,882,1930,2040,2099,822.2404717,626.433878,492.2769843,487.4188233
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5985,"All endoskeletal lower extremity prostheses, dynamic prosthetic pylon",N,81,29,91,108,113,387.6085841,278.0881416,220.8764602,220.8369912
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5986,"All lower extremity prostheses, multi-axial rotation unit ('mcp' or equal)",N,6765,1903,8864,9547,9836,901.7125153,700.2358621,554.2472021,546.2154646
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5987,"All lower extremity prosthesis, shank foot system with vertical loading pylon",N,916,573,1070,1136,1165,9304.502575,7185.280592,5651.007288,5533.644867
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5988,"Addition to lower limb prosthesis, vertical shock reducing pylon feature",N,946,559,1110,1172,1209,2545.077974,1985.393846,1560.450769,1536.235261
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L5999,"Lower extremity prosthesis, not otherwise specified",N,409,208,439,474,640,1613.600906,817.9847031,642.763125,631.3449063
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6000,"Partial hand, thumb remaining",N,11,10,11,11,11,2075.462727,1503.273636,1202.62,1157.410909
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6026,"Transcarpal/metacarpal or partial hand disarticulation prosthesis, external power, self-suspended, inner socket with removable forearm section, electrodes and cables, two batteries, charger, myoelectric control of terminal device, excludes terminal device(s)",N,37,22,674,1405,1509,6008.765341,4974.891226,3979.796561,3265.774394
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6050,"Wrist disarticulation, molded socket, flexible elbow hinges, triceps pad",N,16,16,16,16,16,2648.7575,1999.379375,1595.705625,1672.5975
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6100,"Below elbow, molded socket, flexible elbow hinge, triceps pad",N,84,78,84,90,98,2932.295102,2277.89898,1747.529388,1608.754694
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6110,"Below elbow, molded socket, (muenster or northwestern suspension types)",N,75,70,75,80,82,3187.278293,2348.199146,1805.993537,1673.048537
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6250,"Above elbow, molded double wall socket, internal locking elbow, forearm",N,43,43,44,46,47,3945.569362,3005.100213,2397.812553,2333.031489
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6400,"Below elbow, molded socket, endoskeletal system, including soft prosthetic tissue shaping",N,15,15,15,17,17,3210.007647,2699.508824,2115.020588,1978.481765
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6500,"Above elbow, molded socket, endoskeletal system, including soft prosthetic tissue shaping",N,13,13,13,13,13,4926.397692,3219.906154,2538.445385,2651.105385
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6600,"Upper extremity additions, polycentric hinge, pair",N,56,6,59,62,64,234.716875,204.3107813,163.4492188,163.955625
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6605,"Upper extremity additions, single pivot hinge, pair",N,15,14,15,16,17,293.5641177,221.9147059,177.5323529,163.4664706
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6611,"Addition to upper extremity prosthesis, external powered, additional switch, any type",N,80,71,85,94,100,1336.9277,411.2658,322.2239,315.5003
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6615,"Upper extremity addition, disconnect locking wrist unit",N,119,108,121,127,131,257.6875573,196.181145,149.0222137,143.839084
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6616,"Upper extremity addition, additional disconnect insert for locking wrist unit, each",N,83,77,83,87,102,96.76313726,70.98323529,53.67470588,53.54
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6620,"Upper extremity addition, flexion/extension wrist unit, with or without friction",N,56,54,57,62,66,452.2489394,338.995,258.2190909,250.7480303
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6621,"Upper extremity prosthesis addition, flexion/extension wrist with or without friction, for use with external powered terminal device",N,96,83,97,110,115,2928.393739,2285.547478,1786.750348,1749.060087
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6623,"Upper extremity addition, spring assisted rotational wrist unit with latch release",N,10,9,,12,12,843.5241667,723.9958333,522.1791667,513.82
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6624,"Upper extremity addition, flexion/extension and rotation wrist unit",N,17,17,17,19,22,5407.368636,3764.802727,3011.843182,2947.676818
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6628,"Upper extremity addition, quick disconnect hook adapter, otto bock or equal",N,25,24,27,29,30,689.4126667,545.8556667,421.5613333,406.5956667
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6629,"Upper extremity addition, quick disconnect lamination collar with coupling piece, otto bock or equal",N,199,170,212,229,234,216.0120086,166.0007265,129.7382479,124.6996581
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6630,"Upper extremity addition, stainless steel, any wrist",N,82,78,82,88,90,317.4778889,249.0242222,187.9046667,176.5054444
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6632,"Upper extremity addition, latex suspension sleeve, each",N,27,23,27,37,58,91.6612069,70.06931035,50.71724138,51.51965517
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6635,"Upper extremity addition, lift assist for elbow",N,71,32,72,75,77,248.5975325,201.8602597,161.487013,153.6592208
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6638,"Upper extremity addition to prosthesis, electric locking feature, only for use with manually powered elbow",N,17,15,17,18,18,3596.852778,2516.21,2012.968889,1957.3
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6641,"Upper extremity addition, excursion amplifier, pulley type",N,15,12,232,234,235,224.3609362,176.8934043,132.0157872,130.5225106
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6655,"Upper extremity addition, standard control cable, extra",N,57,55,56,64,87,111.4043678,82.0516092,59.80988506,57.83034483
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6660,"Upper extremity addition, heavy duty control cable",N,213,180,212,234,301,135.7959136,104.0869103,77.94162791,74.78156146
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6665,"Upper extremity addition, teflon, or equal, cable lining",N,136,124,135,146,173,67.33040462,50.28901734,38.28687861,38.28231214
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6670,"Upper extremity addition, hook to hand, cable adapter",N,35,32,35,40,42,68.99595238,54.46547619,42.44952381,41.00380952
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6672,"Upper extremity addition, harness, chest or shoulder, saddle type",N,62,54,62,67,69,261.8608696,196.7421739,156.714058,146.2126087
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6675,"Upper extremity addition, harness, (e.g., figure of eight type), single cable design",N,171,155,174,184,197,166.7580711,127.0546193,96.90365482,99.35015228
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6676,"Upper extremity addition, harness, (e.g., figure of eight type), dual cable design",N,54,50,54,58,63,181.2430159,136.1028571,108.8825397,105.6242857
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6677,"Upper extremity addition, harness, triple control, simultaneous operation of terminal device and elbow",N,11,11,11,11,12,324.8758333,294.8783333,235.9041667,232.18
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6680,"Upper extremity addition, test socket, wrist disarticulation or below elbow",N,369,311,381,425,668,361.1573353,274.0089521,213.0725599,196.7442964
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6682,"Upper extremity addition, test socket, elbow disarticulation or above elbow",N,110,95,109,120,195,381.3982564,289.001641,230.4150769,222.6777436
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6684,"Upper extremity addition, test socket, shoulder disarticulation or interscapular thoracic",N,18,18,18,20,32,590.7071875,402.939375,322.3525,303.6378125
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6686,"Upper extremity addition, suction socket",N,156,135,165,178,182,915.9838462,701.635,552.0969231,505.6131319
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6687,"Upper extremity addition, frame type socket, below elbow or wrist disarticulation",N,286,252,299,336,345,790.194058,583.5622319,455.8994493,490.4509275
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6688,"Upper extremity addition, frame type socket, above elbow or elbow disarticulation",N,90,78,90,96,99,776.0692929,591.4454546,471.2538384,459.59
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6691,"Upper extremity addition, removable insert, each",N,52,46,52,59,64,477.0834375,381.9882813,296.8775,292.1621875
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6692,"Upper extremity addition, silicone gel insert or equal, each",N,48,44,48,54,72,884.4691667,648.3561111,511.50125,481.5027778
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6693,"Upper extremity addition, locking elbow, forearm counterbalance",N,49,47,49,50,52,3944.980962,2845.712308,2276.568462,2221.337308
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6694,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, for use with locking mechanism",N,138,105,210,228,326,934.6645399,748.857546,580.7223313,563.4379448
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6695,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, not for use with locking mechanism",N,98,85,103,112,125,836.49024,622.05896,488.95272,476.73784
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6696,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated socket insert for congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l6694 or l6695)",N,70,67,75,81,84,1734.500357,1310.407262,1001.992381,984.5802381
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6697,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated socket insert for other than congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l6694 or l6695)",N,45,40,49,54,55,1723.489455,1316.868727,1050.540182,1026.898182
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6698,"Addition to upper extremity prosthesis, below elbow/above elbow, lock mechanism, excludes socket insert",N,100,87,101,104,109,742.2769725,563.866789,436.0791743,417.3834862
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6703,"Terminal device, passive hand/mitt, any material, any size",N,48,47,48,48,49,546.1253061,366.9665306,293.5371429,283.3228571
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6704,"Terminal device, sport/recreational/work attachment, any material, any size",N,41,40,41,44,51,898.1556863,672.1160784,536.0723529,510.8003922
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6706,"Terminal device, hook, mechanical, voluntary opening, any material, any size, lined or unlined",N,91,84,91,97,102,602.4282353,396.6187255,312.0576471,301.3246078
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6708,"Terminal device, hand, mechanical, voluntary opening, any material, any size",N,41,38,41,44,46,1222.723478,949.8384783,745.6806522,715.46
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6711,"Terminal device, hook, mechanical, voluntary opening, any material, any size, lined or unlined, pediatric",N,10,10,,11,12,952.5583333,672.2016667,537.7608333,526.505
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6715,"Terminal device, multiple articulating digit, includes motor(s), initial issue or replacement",N,14,14,14,16,52,4254.129231,3132.786154,2506.228846,2471.671731
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6721,"Terminal device, hook or hand, heavy duty, mechanical, voluntary opening, any material, any size, lined or unlined",N,80,70,80,90,97,3135.574949,2355.493608,1780.130309,1738.631856
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6722,"Terminal device, hook or hand, heavy duty, mechanical, voluntary closing, any material, any size, lined or unlined",N,15,14,15,16,16,2685.05375,2023.409375,1587.773125,1560.1275
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6805,"Addition to terminal device, modifier wrist unit",N,13,12,13,17,17,486.3805882,393.0970588,299.8970588,280.4958824
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6880,"Electric hand, switch or myoelectric controlled, independently articulating digits, any grasp pattern or combination of grasp patterns, includes motor(s)",N,124,113,130,143,146,38452.62582,23790.30014,18898.97925,18575.36493
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6881,"Automatic grasp feature, addition to upper limb electric prosthetic terminal device",N,148,126,152,170,175,5385.140457,4083.119029,3166.144457,3101.565429
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6882,"Microprocessor control feature, addition to upper limb prosthetic terminal device",N,232,197,242,281,314,4064.876115,3093.274236,2430.787038,2384.269873
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6883,"Replacement socket, below elbow/wrist disarticulation, molded to patient model, for use with or without external power",N,34,34,35,35,36,2513.844444,1788.046944,1344.728889,1309.425833
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6884,"Replacement socket, above elbow/elbow disarticulation, molded to patient model, for use with or without external power",N,18,17,18,19,21,3595.847143,2599.158095,2076.455238,1941.904762
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6890,"Addition to upper extremity prosthesis, glove for terminal device, any material, prefabricated, includes fitting and adjustment",N,304,240,309,350,419,308.2893079,197.82179,150.6267064,140.9414081
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6895,"Addition to upper extremity prosthesis, glove for terminal device, any material, custom fabricated",N,61,34,58,71,81,622.7822222,513.5718519,408.7276543,485.517284
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6900,"Hand restoration (casts, shading and measurements included), partial hand, with glove, thumb or one finger remaining",N,11,11,11,12,12,2319.175,1774.995833,1419.996667,1315.75
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6925,"Wrist disarticulation, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",N,23,22,23,24,24,10851.76375,8519.763333,6807.00625,6702.874583
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6935,"Below elbow, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",N,136,124,142,155,160,11219.25794,8639.088938,6632.561625,6568.5715
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L6955,"Above elbow, external power, molded inner socket, removable humeral shell, internal locking elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",N,33,31,33,34,36,16636.48778,12603.31472,10082.65,10403.88
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7007,"Electric hand, switch or myoelectric controlled, adult",N,63,58,65,69,72,5376.229722,3709.742361,2800.562639,2841.263333
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7009,"Electric hook, switch or myoelectric controlled, adult",N,53,48,54,58,60,5439.5635,3752.574167,2902.3895,2955.679
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7180,"Electronic elbow, microprocessor sequential control of elbow and terminal device",N,12,11,12,13,13,49184.11769,38073.51154,30458.81077,28455.96692
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7259,"Electronic wrist rotator, any type",N,55,54,57,66,69,5649.921884,3719.918696,2975.934058,2783.931594
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7367,"Lithium ion battery, rechargeable, replacement",N,97,78,95,122,160,448.37975,339.3355,257.81225,291.5520625
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7368,"Lithium ion battery charger, replacement only",N,195,168,204,209,210,671.1138571,501.751381,384.9067143,379.0891905
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7400,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, ultralight material (titanium, carbon fiber or equal)",N,331,280,344,379,397,402.8786146,306.1957935,238.0926448,233.2343325
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7401,"Addition to upper extremity prosthesis, above elbow disarticulation, ultralight material (titanium, carbon fiber or equal)",N,104,88,105,112,118,450.1640678,340.3101695,270.8698305,264.9616949
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7402,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, ultralight material (titanium, carbon fiber or equal)",N,13,13,13,15,15,552.476,368.452,276.9346667,272.672
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7403,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, acrylic material",N,333,285,346,383,401,490.8403741,367.8499751,284.8321696,279.0196758
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7404,"Addition to upper extremity prosthesis, above elbow disarticulation, acrylic material",N,99,86,100,107,113,710.7458407,554.0327434,441.7874336,433.6227434
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7405,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, acrylic material",N,15,15,14,17,17,1070.708235,723.8029412,548.1829412,538.9305882
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7499,"Upper extremity prosthesis, not otherwise specified",N,54,54,54,58,133,5921.96,2707.784962,2166.191278,2130.041729
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7510,"Repair of prosthetic device, repair or replace minor parts",N,2168,778,2441,2995,4557,211.0711784,138.4534431,107.564808,105.4981216
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7520,"Repair prosthetic device, labor component, per 15 minutes",N,3588,775,4590,6902,23926,57.26611302,35.61929951,26.88089902,26.35275056
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L7700,"Gasket or seal, for use with prosthetic socket insert, any type, each",N,811,457,905,1020,1839,203.8046058,129.4064437,100.8577923,95.86190865
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8000,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type",N,44810,1845,89111,121780,357428,52.40875969,41.23321928,31.49247857,30.41946725
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8001,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, unilateral, any size, any type",N,877,135,1395,1572,2612,128.8213323,114.4498392,88.81289816,95.44377106
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8002,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, bilateral, any size, any type",N,436,94,539,622,1028,167.4366732,147.6413521,115.0262451,126.2645428
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8015,"External breast prosthesis garment, with mastectomy form, post mastectomy",N,2068,458,4488,4867,8682,70.57478461,59.60306496,47.009651,46.38409353
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8020,"Breast prosthesis, mastectomy form",N,7827,824,11876,13763,18304,247.2834047,218.3454851,171.0607184,169.5782441
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8030,"Breast prosthesis, silicone or equal, without integral adhesive",N,31593,1703,53940,54495,65957,383.0873075,338.766325,264.9559301,268.6677419
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8032,"Nipple prosthesis, prefabricated, reusable, any type, each",N,230,52,265,282,432,47.97321759,38.63152778,30.7174537,30.5537037
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8040,"Nasal prosthesis, provided by a non-physician",N,55,17,59,61,61,11317.11246,2324.947541,1835.105082,1788.644426
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8041,"Midfacial prosthesis, provided by a non-physician",N,16,8,19,23,23,7826.521739,2701.743913,2148.453913,2141.046087
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8042,"Orbital prosthesis, provided by a non-physician",N,49,21,60,63,68,8738.264853,3046.457059,2436.486618,2512.740441
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8045,"Auricular prosthesis, provided by a non-physician",N,49,14,50,53,55,6149.506546,2468.192546,1957.193273,1813.505455
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8046,"Partial facial prosthesis, provided by a non-physician",N,122,6,176,184,184,3055.737065,2733.072935,2185.402283,2099.515544
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8048,"Unspecified maxillofacial prosthesis, by report, provided by a non-physician",N,15,5,16,17,17,2267.191177,1518.482353,1205.233529,1182.368235
